"","year","month","carrier_name","total_delay","delay_carrier","delay_weather","delay_nas","delay_security","delay_late"
"1254",2009,4,"Continental Air Lines Inc.",7182.06779661017,1453,497,3293,15,1924
"1255",2009,4,"Delta Air Lines Inc.",5326.67058823529,1362,268,2052,1,1644
"1256",2009,4,"ExpressJet Airlines Inc.",4736.6914893617,725,404,2285,2,1320
"1257",2009,4,"Frontier Airlines Inc.",1873.69230769231,379,55,534,0,905
"1258",2009,4,"Hawaiian Airlines Inc.",1231.13333333333,1021,4,5,2,200
"1259",2009,4,"JetBlue Airways",6300.81395348837,1390,228,2630,3,2049
"1260",2009,4,"Mesa Airlines Inc.",1905.24324324324,1127,133,632,5,8
"1261",2009,4,"Northwest Airlines Inc.",2333.5119047619,903,183,710,2,536
"1262",2009,4,"Pinnacle Airlines Inc.",1148.53846153846,409,68,354,0,317
"1263",2009,4,"SkyWest Airlines Inc.",2173.67857142857,379,40,736,1,1018
"1264",2009,4,"Southwest Airlines Co.",11541,2592,506,1751,19,6674
"1265",2009,4,"United Air Lines Inc.",4569.2,1178,105,1271,0,2015
"1266",2009,4,"US Airways Inc.",4182.66666666667,1055,54,1732,5,1336
"1267",2009,5,"AirTran Airways Corporation",4416.61403508772,662,16,1395,0,2344
"1268",2009,5,"Alaska Airlines Inc.",1496.67391304348,513,20,462,5,496
"1269",2009,5,"American Airlines Inc.",7694.53424657534,2338,411,2492,3,2450
"1270",2009,5,"American Eagle Airlines Inc.",3852.58928571429,1007,303,1037,1,1504
"1271",2009,5,"Atlantic Southeast Airlines",3476.24528301887,867,116,1051,1,1442
"1272",2009,5,"Continental Air Lines Inc.",3323.91071428571,745,96,1886,5,592
"1273",2009,5,"Delta Air Lines Inc.",3983.08235294118,926,80,1856,0,1121
"1274",2009,5,"ExpressJet Airlines Inc.",2936.65957446808,528,51,1410,2,945
"1275",2009,5,"Frontier Airlines Inc.",1456.075,300,31,461,0,664
"1276",2009,5,"Hawaiian Airlines Inc.",1555.26666666667,1258,3,20,2,272
"1277",2009,5,"JetBlue Airways",4816.47727272727,1327,36,2038,3,1411
"1278",2009,5,"Mesa Airlines Inc.",1816.20535714286,998,131,682,3,2
"1279",2009,5,"Northwest Airlines Inc.",2496.41558441558,978,184,834,4,496
"1280",2009,5,"Pinnacle Airlines Inc.",1088.46956521739,368,58,363,1,298
"1281",2009,5,"SkyWest Airlines Inc.",2170.10144927536,395,36,733,2,1004
"1282",2009,5,"Southwest Airlines Co.",11079.4,2760,433,1748,29,6110
"1283",2009,5,"United Air Lines Inc.",4658.86486486487,1131,149,1354,2,2022
"1284",2009,5,"US Airways Inc.",4194.27272727273,1035,107,1860,7,1185
"1285",2009,6,"AirTran Airways Corporation",5202.25806451613,766,43,1554,0,2840
"1286",2009,6,"Alaska Airlines Inc.",1533.68,533,37,433,5,526
"1287",2009,6,"American Airlines Inc.",10836.5789473684,3605,922,2777,4,3530
"1288",2009,6,"American Eagle Airlines Inc.",4030.4358974359,1121,329,1116,2,1463
"1289",2009,6,"Atlantic Southeast Airlines",3623.00909090909,1140,165,793,2,1524
"1290",2009,6,"Continental Air Lines Inc.",4575.68421052632,902,235,2307,10,1122
"1291",2009,6,"Delta Air Lines Inc.",4950.62637362637,1380,154,1975,1,1441
"1292",2009,6,"ExpressJet Airlines Inc.",3370.71134020619,718,104,1429,5,1115
"1293",2009,6,"Hawaiian Airlines Inc.",959.8,801,0,3,0,156
"1294",2009,6,"Mesa Airlines Inc.",3055.85981308411,1995,138,907,3,12
"1295",2009,6,"Northwest Airlines Inc.",4101.42857142857,1422,407,1161,6,1106
"1296",2009,6,"Pinnacle Airlines Inc.",1600.65853658537,629,105,387,3,477
"1297",2009,6,"SkyWest Airlines Inc.",3439.83571428571,626,67,1048,4,1695
"1298",2009,6,"Southwest Airlines Co.",15987.8333333333,3362,998,2356,41,9231
"1299",2009,6,"United Air Lines Inc.",7587.57534246575,1598,282,2126,6,3577
"1300",2009,6,"US Airways Inc.",5215.56164383562,1190,193,2221,14,1598
"1301",2009,7,"AirTran Airways Corporation",6827.43548387097,1170,22,1769,0,3867
"1302",2009,7,"Alaska Airlines Inc.",1467.64,628,37,298,5,499
"1303",2009,7,"American Airlines Inc.",9834.27631578947,3508,647,2278,4,3399
"1304",2009,7,"American Eagle Airlines Inc.",3643.19298245614,1115,195,831,1,1501
"1305",2009,7,"Atlantic Southeast Airlines",5156.74545454545,1095,257,1454,1,2350
"1306",2009,7,"Comair Inc.",3916.57142857143,1197,747,1518,2,453
"1307",2009,7,"Continental Air Lines Inc.",4477.96825396825,1138,220,1837,15,1267
"1308",2009,7,"Delta Air Lines Inc.",5798.87777777778,1630,212,2052,2,1903
"1309",2009,7,"ExpressJet Airlines Inc.",3826.48453608247,754,255,1568,4,1246
"1310",2009,7,"Frontier Airlines Inc.",2440.225,507,50,658,0,1225
"1311",2009,7,"Hawaiian Airlines Inc.",1253.93333333333,987,14,4,5,244
"1312",2009,7,"JetBlue Airways",7197.26666666667,1985,108,2714,10,2381
"1313",2009,7,"Mesa Airlines Inc.",2511.16,1760,119,615,7,10
"1314",2009,7,"Southwest Airlines Co.",12447.5151515152,3379,591,1721,24,6733
"1315",2009,7,"US Airways Inc.",4517.06849315068,1272,152,1737,12,1344
"1316",2009,8,"AirTran Airways Corporation",4960.08064516129,795,47,1408,0,2710
"1317",2009,8,"Alaska Airlines Inc.",1416.1568627451,511,73,359,8,465
"1318",2009,8,"American Airlines Inc.",7647.30263157895,2629,600,1782,13,2623
"1319",2009,8,"American Eagle Airlines Inc.",3433.38461538462,1036,186,850,6,1356
"1320",2009,8,"Atlantic Southeast Airlines",4241.98214285714,1019,140,1160,2,1920
"1321",2009,8,"Comair Inc.",3370.18571428571,1204,572,1206,1,387
"1322",2009,8,"Continental Air Lines Inc.",3879.03448275862,1125,152,1564,21,1017
"1323",2009,8,"Delta Air Lines Inc.",4282.54347826087,1286,117,1618,0,1261
"1324",2009,8,"ExpressJet Airlines Inc.",3045.73958333333,696,130,1253,9,958
"1325",2009,8,"Frontier Airlines Inc.",1346.85,286,38,377,0,647
"1326",2009,8,"Hawaiian Airlines Inc.",852,726,2,2,1,121
"1327",2009,8,"JetBlue Airways",5657.66666666667,1740,73,1920,9,1916
"1328",2009,8,"Mesa Airlines Inc.",2416.58823529412,1549,156,694,4,14
"1329",2009,8,"Northwest Airlines Inc.",4306.0375,1667,276,1216,13,1134
"1330",2009,8,"Pinnacle Airlines Inc.",1911.61157024793,664,86,511,1,649
"1331",2009,8,"SkyWest Airlines Inc.",2598.58823529412,626,48,633,6,1286
"1332",2009,8,"Southwest Airlines Co.",11893.4776119403,3123,583,1780,34,6374
"1333",2009,8,"United Air Lines Inc.",5400.84722222222,1454,134,1266,16,2530
"1334",2009,8,"US Airways Inc.",4330.16438356164,1158,187,1665,8,1312
"1335",2009,9,"AirTran Airways Corporation",2800.98387096774,453,16,928,0,1404
"1336",2009,9,"Alaska Airlines Inc.",923.734693877551,392,18,251,2,261
"1337",2009,9,"American Airlines Inc.",4291.85714285714,1763,274,1021,1,1233
"1338",2009,9,"American Eagle Airlines Inc.",2273.62608695652,805,165,511,1,791
"1339",2009,9,"Comair Inc.",1543.15384615385,635,130,645,0,132
"1340",2009,9,"Continental Air Lines Inc.",1562.75438596491,528,28,748,6,252
"1341",2009,9,"ExpressJet Airlines Inc.",1336.18947368421,301,45,662,1,326
"1342",2009,9,"Frontier Airlines Inc.",765.15,217,8,197,0,343
"1343",2009,9,"Hawaiian Airlines Inc.",1009.93333333333,826,0,10,4,170
"1344",2009,9,"JetBlue Airways",1810.54347826087,1144,6,561,1,99
"1345",2009,9,"Mesa Airlines Inc.",1292.04587155963,855,212,217,3,5
"1346",2009,9,"SkyWest Airlines Inc.",1826.86330935252,461,41,424,2,899
"1347",2009,9,"Southwest Airlines Co.",5735.86567164179,1790,201,793,9,2943
"1348",2009,9,"United Air Lines Inc.",2654.22857142857,878,34,549,0,1194
"1349",2009,9,"US Airways Inc.",2064.44155844156,685,21,828,6,524
"1350",2009,10,"AirTran Airways Corporation",3934.3606557377,623,4,1360,0,1948
"1351",2009,10,"Alaska Airlines Inc.",1456.98,373,58,519,2,505
"1352",2009,10,"American Airlines Inc.",7894.8,2492,251,2449,2,2701
"1353",2009,10,"American Eagle Airlines Inc.",3936.62608695652,1038,181,1032,8,1678
"1354",2009,10,"Comair Inc.",2554.32258064516,918,292,1078,0,266
"1355",2009,10,"Continental Air Lines Inc.",4454.76363636364,1065,186,2182,24,997
"1356",2009,10,"Delta Air Lines Inc.",4009.08139534884,1107,94,1738,1,1070
"1357",2009,10,"ExpressJet Airlines Inc.",4019.95789473684,661,194,1783,4,1378
"1358",2009,10,"Hawaiian Airlines Inc.",977.933333333333,743,7,1,0,227
"1359",2009,10,"JetBlue Airways",2710.93333333333,674,27,1233,1,776
"1360",2009,10,"Mesa Airlines Inc.",2363.00952380952,1457,191,697,5,12
"1361",2009,10,"Pinnacle Airlines Inc.",1901.6,569,71,687,7,568
"1362",2009,10,"Southwest Airlines Co.",12545,3152,331,2014,22,7025
"1363",2009,10,"United Air Lines Inc.",3875.85714285714,934,38,1324,1,1580
"1364",2009,10,"US Airways Inc.",3351.28571428571,820,21,1612,4,894
"1365",2009,11,"AirTran Airways Corporation",2828.71186440678,509,2,876,0,1442
"1366",2009,11,"Alaska Airlines Inc.",1047.64,376,51,260,1,359
"1367",2009,11,"American Airlines Inc.",3478.30666666667,1695,65,775,0,943
"1368",2009,11,"American Eagle Airlines Inc.",1693.97413793103,633,81,380,0,599
"1369",2009,11,"Continental Air Lines Inc.",2516.27272727273,851,45,967,4,649
"1370",2009,11,"Delta Air Lines Inc.",2211.81818181818,724,22,963,0,503
"1371",2009,11,"ExpressJet Airlines Inc.",1673.06382978723,346,28,808,2,489
"1372",2009,11,"Frontier Airlines Inc.",884.731707317073,263,0,213,0,409
"1373",2009,11,"Hawaiian Airlines Inc.",988.466666666667,704,20,4,2,259
"1374",2009,11,"JetBlue Airways",1869.57777777778,579,20,656,0,614
"1375",2009,11,"Northwest Airlines Inc.",1282.40298507463,634,101,279,2,267
"1376",2009,11,"Pinnacle Airlines Inc.",733.48275862069,283,36,177,1,236
"1377",2009,11,"Southwest Airlines Co.",4150.97058823529,1408,124,601,4,2014
"1378",2009,11,"United Air Lines Inc.",1492.94202898551,518,28,343,0,603
"1379",2009,11,"US Airways Inc.",2097.89743589744,681,9,832,5,571
"1380",2009,12,"AirTran Airways Corporation",5727.78333333333,1153,33,1473,0,3069
"1381",2009,12,"Alaska Airlines Inc.",1661.51020408163,492,117,465,3,584
"1382",2009,12,"American Airlines Inc.",8597.40506329114,2552,873,2439,12,2722
"1383",2009,12,"American Eagle Airlines Inc.",5683.86842105263,1360,587,1442,6,2289
"1384",2009,12,"Comair Inc.",2882.49253731343,1084,488,934,13,364
"1385",2009,12,"Continental Air Lines Inc.",5478.19298245614,1469,458,2004,42,1505
"1386",2009,12,"Delta Air Lines Inc.",3990.60638297872,1162,156,1545,5,1124
"1387",2009,12,"ExpressJet Airlines Inc.",4524.51515151515,905,322,1747,16,1534
"1388",2009,12,"Hawaiian Airlines Inc.",1830.93333333333,1249,22,12,3,546
"1389",2009,12,"JetBlue Airways",6554.2,1950,135,1843,12,2613
"1390",2009,12,"Northwest Airlines Inc.",3521.52702702703,1450,240,982,7,842
"1391",2009,12,"Pinnacle Airlines Inc.",2061.40495867769,677,90,639,1,654
"1392",2009,12,"SkyWest Airlines Inc.",5312.5724137931,1160,138,1435,10,2570
"1393",2009,12,"Southwest Airlines Co.",16447.1470588235,4085,721,2339,50,9253
"1394",2009,12,"United Air Lines Inc.",4709.08108108108,1055,255,1360,0,2039
"1395",2009,12,"US Airways Inc.",4419.89873417722,1123,188,1663,15,1431
"1396",2010,1,"AirTran Airways Corporation",3205.55,678,36,922,0,1570
"1397",2010,1,"Alaska Airlines Inc.",1292.77551020408,346,63,463,1,420
"1398",2010,1,"American Airlines Inc.",5340.77215189873,2074,314,1354,30,1569
"1399",2010,1,"American Eagle Airlines Inc.",3835.72807017544,1080,260,983,16,1497
"1400",2010,1,"Atlantic Southeast Airlines",2442.08490566038,796,129,623,4,890
"1401",2010,1,"Comair Inc.",2242.41176470588,1042,280,834,0,86
"1402",2010,1,"Continental Air Lines Inc.",2920.96551724138,842,95,1133,155,696
"1403",2010,1,"Delta Air Lines Inc.",4825.62727272727,1782,381,1501,5,1158
"1404",2010,1,"ExpressJet Airlines Inc.",3068.87878787879,737,133,1133,25,1040
"1405",2010,1,"Frontier Airlines Inc.",1374.94594594595,247,10,454,0,664
"1406",2010,1,"Hawaiian Airlines Inc.",1964.8,1390,8,82,1,484
"1407",2010,1,"JetBlue Airways",5711.8,1614,73,1590,8,2427
"1408",2010,1,"Mesa Airlines Inc.",1636.99074074074,1032,234,360,4,7
"1409",2010,1,"Pinnacle Airlines Inc.",2082.22131147541,676,122,643,3,638
"1410",2010,1,"Southwest Airlines Co.",10836.2794117647,2867,516,1697,42,5714
"1411",2010,1,"United Air Lines Inc.",3036.67567567568,795,74,956,0,1211
"1412",2010,1,"US Airways Inc.",3552.64102564103,1093,55,1325,16,1063
"1413",2010,2,"AirTran Airways Corporation",3835.90163934426,758,158,1030,0,1889
"1414",2010,2,"Alaska Airlines Inc.",1139.69387755102,335,83,338,3,381
"1415",2010,2,"American Airlines Inc.",6388.12658227848,2256,496,1784,3,1849
"1416",2010,2,"American Eagle Airlines Inc.",3471.20175438596,866,296,986,3,1320
"1417",2010,2,"Atlantic Southeast Airlines",3121.33962264151,867,186,573,1,1494
"1418",2010,2,"Comair Inc.",2419.70149253731,1161,462,721,2,75
"1419",2010,2,"Continental Air Lines Inc.",2705.87719298246,729,193,1150,28,606
"1420",2010,2,"Delta Air Lines Inc.",5418.42990654206,1940,393,1471,8,1606
"1421",2010,2,"ExpressJet Airlines Inc.",3285.23,913,199,1080,15,1079
"1422",2010,2,"Frontier Airlines Inc.",1382.88888888889,265,10,456,0,652
"1423",2010,2,"Hawaiian Airlines Inc.",1210.06666666667,844,0,6,1,359
"1424",2010,2,"JetBlue Airways",5533.48888888889,1518,347,1508,17,2144
"1425",2010,2,"Mesa Airlines Inc.",1358.11111111111,415,69,336,4,533
"1426",2010,2,"Pinnacle Airlines Inc.",2805.91935483871,890,119,786,6,1005
"1427",2010,2,"SkyWest Airlines Inc.",3528.08275862069,684,76,1021,5,1742
"1428",2010,2,"Southwest Airlines Co.",8692.75,2234,446,1377,24,4611
"1429",2010,2,"United Air Lines Inc.",2793.76,679,97,818,0,1200
"1430",2010,2,"US Airways Inc.",3238.84810126582,867,139,1203,11,1018
"1431",2010,3,"AirTran Airways Corporation",4227.70967741936,762,37,1166,0,2263
"1432",2010,3,"Alaska Airlines Inc.",1248.42857142857,452,40,361,8,386
"1433",2010,3,"American Airlines Inc.",7783.3670886076,2587,592,2177,3,2423
"1434",2010,3,"American Eagle Airlines Inc.",3325.5,892,284,938,1,1212
"1435",2010,3,"Atlantic Southeast Airlines",3296.04807692308,966,132,781,3,1415
"1436",2010,3,"Comair Inc.",1962.671875,860,267,760,1,74
"1437",2010,3,"Continental Air Lines Inc.",3792.10526315789,1055,125,1642,37,933
"1438",2010,3,"Delta Air Lines Inc.",6010.30769230769,2210,303,1650,3,1845
"1439",2010,3,"ExpressJet Airlines Inc.",4282.78787878788,1158,99,1411,14,1601
"1440",2010,3,"Hawaiian Airlines Inc.",1508.46666666667,1141,0,2,0,365
"1441",2010,3,"JetBlue Airways",6149.82222222222,2088,29,1640,16,2376
"1442",2010,3,"Mesa Airlines Inc.",1260.79807692308,435,44,307,3,471
"1443",2010,3,"SkyWest Airlines Inc.",3038.84397163121,669,85,796,4,1485
"1444",2010,3,"Southwest Airlines Co.",12071.1176470588,3555,414,1510,36,6556
"1445",2010,3,"United Air Lines Inc.",3246.45333333333,784,57,982,0,1423
"1446",2010,3,"US Airways Inc.",3755.82894736842,1053,36,1414,9,1243
"1447",2010,4,"AirTran Airways Corporation",2086.51612903226,445,10,507,0,1124
"1448",2010,4,"Alaska Airlines Inc.",833.30612244898,281,19,248,3,284
"1449",2010,4,"American Airlines Inc.",4944.53164556962,2010,254,1181,3,1497
"1450",2010,4,"American Eagle Airlines Inc.",2469.94444444444,767,127,651,0,925
"1451",2010,4,"Atlantic Southeast Airlines",1762.94495412844,639,63,344,3,714
"1452",2010,4,"Comair Inc.",1360.7972972973,739,89,468,0,64
"1453",2010,4,"Continental Air Lines Inc.",1943.43636363636,721,39,801,20,363
"1454",2010,4,"Delta Air Lines Inc.",4016.5,1628,141,1163,2,1083
"1455",2010,4,"ExpressJet Airlines Inc.",1990.35454545455,497,51,720,5,717
"1456",2010,4,"Frontier Airlines Inc.",1089.07692307692,272,23,318,0,476
"1457",2010,4,"Hawaiian Airlines Inc.",1141.73333333333,905,1,5,0,231
"1458",2010,4,"JetBlue Airways",2887.88888888889,1046,100,725,5,1012
"1459",2010,4,"Mesa Airlines Inc.",937.018867924528,361,17,208,2,349
"1460",2010,4,"Pinnacle Airlines Inc.",1119.25,446,44,290,1,339
"1461",2010,4,"SkyWest Airlines Inc.",2727.50694444444,598,61,787,3,1279
"1462",2010,4,"Southwest Airlines Co.",8703.67647058824,2756,296,1011,38,4603
"1463",2010,4,"United Air Lines Inc.",2317.91891891892,626,61,633,14,983
"1464",2010,4,"US Airways Inc.",2002.22077922078,692,22,731,14,544
"1465",2010,5,"AirTran Airways Corporation",2799.13636363636,472,22,866,0,1439
"1466",2010,5,"Alaska Airlines Inc.",819.30612244898,309,19,247,1,243
"1467",2010,5,"American Airlines Inc.",7703.64,2255,548,2365,3,2533
"1468",2010,5,"American Eagle Airlines Inc.",4219.65,1133,323,1161,1,1600
"1469",2010,5,"Atlantic Southeast Airlines",2860.68181818182,971,139,603,1,1146
"1470",2010,5,"Continental Air Lines Inc.",3483.58490566038,1081,173,1451,9,770
"1471",2010,5,"Delta Air Lines Inc.",7122.92727272727,2354,387,2249,2,2131
"1472",2010,5,"ExpressJet Airlines Inc.",3809.76146788991,845,111,1390,8,1455
"1473",2010,5,"Frontier Airlines Inc.",1719.04651162791,319,57,563,0,780
"1474",2010,5,"Hawaiian Airlines Inc.",685.4,421,52,0,0,213
"1475",2010,5,"JetBlue Airways",3288.13043478261,1095,78,1216,5,894
"1476",2010,5,"Mesa Airlines Inc.",1281.45054945055,413,41,301,3,524
"1477",2010,5,"Pinnacle Airlines Inc.",2078.83193277311,621,138,574,3,743
"1478",2010,5,"SkyWest Airlines Inc.",3195.97222222222,683,69,905,5,1534
"1479",2010,5,"Southwest Airlines Co.",12805.9565217391,3300,609,1664,23,7210
"1480",2010,5,"United Air Lines Inc.",3762.42857142857,858,154,1137,0,1613
"1481",2010,5,"US Airways Inc.",2800.10256410256,752,71,1165,7,806
"1482",2010,6,"AirTran Airways Corporation",3647.83333333333,530,75,1237,0,1806
"1483",2010,6,"Alaska Airlines Inc.",1162.07692307692,413,36,313,1,400
"1484",2010,6,"American Airlines Inc.",8118.54545454545,2557,569,2248,2,2742
"1485",2010,6,"American Eagle Airlines Inc.",4806.63492063492,1234,321,1318,2,1933
"1486",2010,6,"Atlantic Southeast Airlines",3052.65811965812,1050,165,635,1,1202
"1487",2010,6,"Comair Inc.",2930.07594936709,1621,192,885,3,229
"1488",2010,6,"Continental Air Lines Inc.",3410.30188679245,1006,143,1382,19,861
"1489",2010,6,"Delta Air Lines Inc.",8325.23333333333,3051,386,2120,2,2766
"1490",2010,6,"ExpressJet Airlines Inc.",5280.75,1230,171,1472,16,2392
"1491",2010,6,"Frontier Airlines Inc.",2016.36363636364,485,52,442,0,1037
"1492",2010,6,"Hawaiian Airlines Inc.",1065.86666666667,806,0,5,7,248
"1493",2010,6,"JetBlue Airways",3917.10869565217,1371,94,1129,1,1322
"1494",2010,6,"Mesa Airlines Inc.",1757.53086419753,593,37,382,4,741
"1495",2010,6,"Pinnacle Airlines Inc.",2200.23664122137,766,106,452,2,875
"1496",2010,6,"Southwest Airlines Co.",15375,3825,938,1926,17,8668
"1497",2010,6,"United Air Lines Inc.",5115.11267605634,1096,173,1497,0,2350
"1498",2010,6,"US Airways Inc.",3546.48051948052,1038,157,1236,10,1106
"1499",2010,7,"AirTran Airways Corporation",4258.89393939394,655,26,1249,0,2329
"1500",2010,7,"Alaska Airlines Inc.",1324.65384615385,491,53,272,7,501
"1501",2010,7,"American Airlines Inc.",7264.83116883117,2714,421,1779,2,2348
"1502",2010,7,"American Eagle Airlines Inc.",4264.26923076923,1324,297,980,1,1662
"1503",2010,7,"Atlantic Southeast Airlines",3698.35135135135,1172,206,780,1,1539
"1504",2010,7,"Comair Inc.",2830.12162162162,1311,482,811,0,226
"1505",2010,7,"Continental Air Lines Inc.",5215.27450980392,1417,304,2007,20,1468
"1506",2010,7,"Delta Air Lines Inc.",9497.49557522124,3519,420,2259,5,3295
"1507",2010,7,"ExpressJet Airlines Inc.",5789.70796460177,1284,262,1745,10,2489
"1508",2010,7,"Hawaiian Airlines Inc.",1280.86666666667,1023,0,5,2,251
"1509",2010,7,"JetBlue Airways",5813.28260869565,2102,133,1487,2,2090
"1510",2010,7,"Mesa Airlines Inc.",1695.41666666667,478,51,333,4,829
"1511",2010,7,"SkyWest Airlines Inc.",3401.0472972973,799,99,757,4,1742
"1512",2010,7,"Southwest Airlines Co.",14912.6811594203,4093,637,1847,44,8292
"1513",2010,7,"United Air Lines Inc.",4218.30985915493,1078,178,980,0,1983
"1514",2010,7,"US Airways Inc.",4021.93506493506,1075,215,1363,19,1350
"1515",2010,8,"AirTran Airways Corporation",3535.71212121212,551,55,1120,0,1810
"1516",2010,8,"Alaska Airlines Inc.",1206.07692307692,422,42,297,9,436
"1517",2010,8,"American Airlines Inc.",6346.85714285714,2696,326,1347,6,1972
"1518",2010,8,"American Eagle Airlines Inc.",2908.39694656489,1011,167,689,0,1041
"1519",2010,8,"Atlantic Southeast Airlines",3092.94642857143,1109,117,646,1,1220
"1520",2010,8,"Comair Inc.",1680.83720930233,833,208,488,1,150
"1521",2010,8,"Continental Air Lines Inc.",2418.64814814815,860,107,890,14,548
"1522",2010,8,"Delta Air Lines Inc.",6401.62931034483,2324,217,1778,1,2081
"1523",2010,8,"ExpressJet Airlines Inc.",2702.93859649123,680,86,846,7,1084
"1524",2010,8,"Frontier Airlines Inc.",1321.97674418605,274,11,328,0,709
"1525",2010,8,"Hawaiian Airlines Inc.",1009.6,869,0,3,4,134
"1526",2010,8,"JetBlue Airways",5086.48936170213,1887,88,1302,6,1805
"1527",2010,8,"Mesa Airlines Inc.",1364.71428571429,398,52,268,3,643
"1528",2010,8,"Pinnacle Airlines Inc.",1446.06870229008,568,53,275,1,548
"1529",2010,8,"SkyWest Airlines Inc.",3517.36486486487,779,69,792,6,1871
"1530",2010,8,"Southwest Airlines Co.",10847.8260869565,3094,422,1449,22,5862
"1531",2010,8,"United Air Lines Inc.",3424.23611111111,842,86,894,0,1602
"1532",2010,8,"US Airways Inc.",3295.16666666667,966,188,1038,9,1095
"1533",2010,9,"AirTran Airways Corporation",1417.04545454545,221,3,578,0,615
"1534",2010,9,"Alaska Airlines Inc.",886,305,31,252,2,296
"1535",2010,9,"American Airlines Inc.",4696.15584415584,1706,321,1329,5,1335
"1536",2010,9,"American Eagle Airlines Inc.",2295.42307692308,714,193,597,0,792
"1537",2010,9,"Atlantic Southeast Airlines",2168.5593220339,921,46,256,2,944
"1538",2010,9,"Comair Inc.",1433.50526315789,672,153,460,0,149
"1539",2010,9,"Continental Air Lines Inc.",2164.81481481481,639,121,996,3,406
"1540",2010,9,"Delta Air Lines Inc.",4230.54621848739,1483,93,1380,1,1273
"1541",2010,9,"ExpressJet Airlines Inc.",1883.53982300885,424,98,678,2,682
"1542",2010,9,"Frontier Airlines Inc.",864.217391304348,225,11,205,0,423
"1543",2010,9,"Hawaiian Airlines Inc.",753.933333333333,565,6,1,9,173
"1544",2010,9,"JetBlue Airways",4278.5,1480,117,1426,2,1253
"1545",2010,9,"Mesa Airlines Inc.",746.634146341463,265,11,144,3,325
"1546",2010,9,"Pinnacle Airlines Inc.",1054.35877862595,353,40,266,0,395
"1547",2010,9,"SkyWest Airlines Inc.",2245.52777777778,606,46,545,4,1045
"1548",2010,9,"Southwest Airlines Co.",7428.23188405797,2029,234,1302,9,3854
"1549",2010,9,"United Air Lines Inc.",2070.07142857143,564,55,710,4,737
"1550",2010,9,"US Airways Inc.",2412.42307692308,736,76,968,5,627
"1551",2010,10,"AirTran Airways Corporation",1808.50769230769,338,6,612,0,853
"1552",2010,10,"Alaska Airlines Inc.",1095.5,331,44,364,7,350
"1553",2010,10,"American Airlines Inc.",4081.21621621622,1503,257,1172,3,1146
"1554",2010,10,"American Eagle Airlines Inc.",1843.40310077519,604,166,514,1,559
"1555",2010,10,"Atlantic Southeast Airlines",2650.9,965,113,390,1,1181
"1556",2010,10,"Continental Air Lines Inc.",2074.90740740741,596,37,1090,4,349
"1557",2010,10,"Delta Air Lines Inc.",4956.32432432432,1658,206,1491,1,1601
"1558",2010,10,"ExpressJet Airlines Inc.",2041.49557522124,490,23,831,1,696
"1559",2010,10,"Hawaiian Airlines Inc.",804.6,668,4,3,0,131
"1560",2010,10,"JetBlue Airways",4814.13333333333,1720,38,1507,6,1544
"1561",2010,10,"Mesa Airlines Inc.",1052.21518987342,195,12,217,1,627
"1562",2010,10,"Pinnacle Airlines Inc.",975.488,379,29,217,1,350
"1563",2010,10,"SkyWest Airlines Inc.",2903.14583333333,736,50,617,2,1499
"1564",2010,10,"Southwest Airlines Co.",13260.6086956522,3819,349,1719,38,7335
"1565",2010,10,"United Air Lines Inc.",2212.88235294118,584,31,760,0,837
"1566",2010,10,"US Airways Inc.",3075.46153846154,848,60,1241,8,918
"1567",2010,11,"AirTran Airways Corporation",1786.76923076923,342,1,545,0,899
"1568",2010,11,"Alaska Airlines Inc.",1768.88,502,93,523,3,647
"1569",2010,11,"American Airlines Inc.",4020.68,1553,185,1124,1,1158
"1570",2010,11,"American Eagle Airlines Inc.",1964.27272727273,603,149,573,1,638
"1571",2010,11,"Atlantic Southeast Airlines",2406.96610169492,918,82,337,1,1069
"1572",2010,11,"Continental Air Lines Inc.",2386.78181818182,748,28,1163,8,439
"1573",2010,11,"Delta Air Lines Inc.",4828.15454545455,1524,137,1520,0,1647
"1574",2010,11,"ExpressJet Airlines Inc.",1717.24545454545,388,22,751,3,554
"1575",2010,11,"Frontier Airlines Inc.",952.6,201,9,307,0,436
"1576",2010,11,"Hawaiian Airlines Inc.",843.2,639,16,2,3,182
"1577",2010,11,"JetBlue Airways",3425.04166666667,1372,12,914,7,1120
"1578",2010,11,"Mesa Airlines Inc.",705.255813953488,253,12,142,3,295
"1579",2010,11,"SkyWest Airlines Inc.",3361.79310344828,838,88,814,2,1619
"1580",2010,11,"Southwest Airlines Co.",10871.5942028986,3513,209,1204,23,5923
"1581",2010,11,"United Air Lines Inc.",1603.25,455,20,544,0,584
"1582",2010,11,"US Airways Inc.",2221.88461538462,687,15,936,11,573
"1583",2010,12,"AirTran Airways Corporation",2544.06153846154,470,97,836,0,1141
"1584",2010,12,"Alaska Airlines Inc.",2008.86,586,61,588,5,770
"1585",2010,12,"American Airlines Inc.",5355.57692307692,1875,355,1599,14,1512
"1586",2010,12,"American Eagle Airlines Inc.",3090.91729323308,928,269,859,15,1021
"1587",2010,12,"Atlantic Southeast Airlines",3945.04201680672,1366,268,507,3,1801
"1588",2010,12,"Comair Inc.",2644.875,1128,378,796,2,341
"1589",2010,12,"Continental Air Lines Inc.",5215.25423728814,1561,428,1692,14,1521
"1590",2010,12,"Delta Air Lines Inc.",7258.13913043478,2410,343,2047,2,2457
